ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
62076,40179,0,34000,0,0,0
62077,28250,0,26500,29625,0,0
62078,24500,13333,27321,0,0,0
62079,0,0,0,0,0,0
62080,25078,12750,23598,29099,32361,0
62081,46023,0,0,45417,46250,87500
62082,27500,9766,30080,26622,49250,80536
62083,30375,0,0,26654,52841,0
62084,31533,18125,27000,32344,40357,55139
62085,19063,3438,28750,25750,0,0
62086,32476,0,30439,31563,56607,51094
62087,31107,13472,32037,31103,45250,0
62088,40514,0,37200,40570,47171,52829
62089,33750,20833,26250,41042,50750,0
62090,20976,20938,20804,23194,0,0
62091,44833,0,25978,30455,74300,68333
62092,26680,11750,23940,29167,33571,56354
62093,16190,0,20750,17031,21250,0
62094,27162,16389,26648,35417,0,38750
62095,33564,0,37975,32563,39414,55114
62097,41851,0,31938,46815,41865,50385
62098,23750,0,0,0,0,0
62201,22015,21280,22730,22344,0,12794
62203,23404,12000,18311,20785,45217,38493
62204,20776,14844,20350,21039,22069,37031
62205,24754,12302,24283,24028,36830,41484
62206,26208,20351,25015,27429,33971,56707
62207,20094,0,18673,20370,0,46250
62208,37933,25560,26822,36561,45054,65625
62214,35000,45577,27016,32986,47031,71750
62215,39137,19205,36750,37647,42222,60000
62216,43906,0,30848,37287,67857,68750
62217,32250,21250,28958,41094,52969,31563
62218,50524,11000,49375,50772,51875,61250
62219,30857,43750,28472,30000,34625,0
62220,34014,24188,25783,32057,47458,65430
62221,41875,20013,26967,34758,55684,62477
62223,35365,0,25898,31727,50786,63616
62225,42329,0,33092,42376,39271,79773
62226,38718,18409,28290,35912,46766,63333
62230,39170,14861,34759,38255,49167,60221
62231,35722,15750,32255,30723,51351,52639
62232,36524,21269,36458,35201,53500,91319
62233,30604,21694,26475,35856,58281,0
62234,36958,26174,23977,36617,52179,61317
62236,47978,51265,32981,42382,56354,96908
62237,41411,28958,33333,39276,50500,58875
62238,30759,20781,31154,31161,43056,0
62239,32630,40996,23980,37829,43264,85250
62240,30738,0,32188,30084,0,60938
62241,35407,20000,26875,36771,37734,0
62242,34792,0,34167,34167,33500,73333
62243,47443,0,32083,38720,62759,71034
62244,40861,6346,32031,41406,73988,54844
62245,39063,21250,31094,40676,45833,43333
62246,30622,18488,21095,32369,41127,31823
62248,30833,20625,20750,31250,72917,48125
62249,41266,23346,31461,37288,56466,67540
62250,32391,0,31786,39375,32500,23750
62253,31607,32500,33750,45511,26302,0
62254,36927,0,26652,35823,37700,57891
62255,39083,0,50656,39199,31122,55769
62257,36497,24241,37298,34875,39766,0
62258,45665,27946,38319,34212,60123,62402
62260,43657,0,37140,40847,55399,59267
62261,46528,0,0,0,0,0
62262,30023,0,26216,30806,51042,61250
62263,35382,0,33854,34194,36136,46088
62264,37818,18819,36006,39531,47778,0
62265,36717,0,35915,32276,42465,69177
62266,31250,0,0,35769,0,0
62268,41655,0,37813,43068,0,51250
62269,49897,19625,27243,40749,52236,82179
62271,40462,0,35481,32344,52125,66875
62272,32164,29028,35469,32333,4154,0
62273,26295,0,21563,0,0,37500
62274,33162,14063,29707,33962,50189,51534
62275,31729,20391,35737,30956,31016,43864
62277,33900,30357,35385,33194,62188,56875
62278,31777,20455,24330,32218,54833,50000
62279,0,0,0,0,0,0
62280,40257,30694,39830,45648,0,0
62281,45698,0,25640,41280,50667,0
62282,38125,0,36964,35208,71250,147679
62284,23333,0,19750,29375,9000,47941
62285,44893,0,25104,41028,57396,88194
62286,32040,35368,27754,34563,40260,37939
62288,32945,12188,31417,33571,35313,73929
62289,32500,25625,35250,35139,51250,0
62292,37443,51094,30500,41500,47500,66667
62293,41850,24583,31964,40071,64444,86989
62294,45119,20923,31603,40972,60688,72292
62295,45455,0,37083,40104,52011,59375
62297,39333,0,39083,51389,0,0
62298,46625,21181,36985,44058,58558,60455
62301,31552,23750,27574,31563,34929,51083
62305,40236,0,32083,36201,48189,53322
62311,33125,0,31875,36000,33611,39375
62312,30877,13333,30275,31763,46316,36250
62313,34821,0,36000,36250,0,0
62314,35505,29375,26705,0,37031,45208
62316,31150,0,30000,31792,25469,57083
62319,23696,0,0,36406,23529,0
62320,40313,25417,35647,40643,54412,52321
62321,32652,32083,32070,30771,42083,51667
62323,30179,0,0,35313,0,0
62324,28542,31053,27500,23750,30000,0
62325,27500,19167,23750,24911,32500,0
62326,28892,25750,26615,27461,32292,51250
62330,29271,25573,22426,32386,50486,46944
62334,24375,0,16563,31875,0,0
62336,35000,0,0,0,0,0
62338,35022,0,32868,30000,41944,90893
62339,32019,0,28021,37813,31250,64167
62340,32500,0,30592,33958,42813,45972
62341,32636,26579,30172,32379,38333,43977
62343,31230,0,31632,21250,53500,95500
62344,37833,0,0,0,0,0
62345,26250,0,26944,29464,22273,0
62346,27386,0,26364,26607,0,0
62347,41250,36786,38155,40639,44118,44167
62348,32292,40750,40625,26563,0,0
62349,29688,10000,28641,40114,40278,23889
62351,35381,31750,32500,31679,40078,49750
62352,37750,0,28929,46500,49063,0
62353,35071,"25,000",27452,36500,45647,38182
62354,36875,0,24596,33750,53531,0
62355,26742,13971,29063,26691,0,0
62356,25000,11563,27000,24559,22222,0
62357,14844,0,16250,21875,0,0
62358,30968,0,24904,39250,8750,49375
62359,34643,0,36042,31389,0,0
62360,31594,17500,40132,24235,32375,0
62361,22250,0,25667,21875,0,0
62362,24861,0,19792,40500,0,43125
62363,30691,26417,29665,24593,40462,31607
62365,42500,42500,31442,42857,0,76688
62366,30074,28438,28631,29271,38906,60750
62367,28125,0,32411,27813,46667,0
62370,33688,0,35089,30938,0,0
62373,36000,0,25156,35083,39306,0
62374,19554,0,14821,30938,0,53750
62375,47026,0,31667,50714,139773,51250
62376,34103,28750,23900,34621,40750,0
62378,32070,60357,30500,34671,40938,0
62379,32500,20357,28984,35625,39583,43750
62380,43357,0,42941,45888,0,0
62401,31990,21875,28955,28586,46909,60027
62410,30694,20625,30417,30500,36667,0
62411,29167,12361,26172,27955,35769,63125
62413,27159,0,40441,27386,23036,0
62414,30394,19375,29265,31800,0,0
62417,30783,0,31607,30863,39750,77250
62418,33147,17250,30378,36786,41932,0
62419,30208,46667,35714,26620,0,0
62420,33374,33889,33895,25625,36622,62614
62421,36912,0,40982,36667,36250,0
62422,30250,22083,25682,30208,40682,0
62423,35809,0,17125,48958,46250,0
62424,32440,0,29028,30588,51597,55833
62425,36932,0,35469,0,0,0
62426,32917,38021,30313,32375,0,65313
62427,34500,40000,37757,33281,32025,36964
62428,29375,19297,24886,32986,35469,61607
62431,31287,50250,23500,31458,0,0
62432,37885,0,0,38875,0,0
62433,41080,0,38750,34917,41944,44297
62434,32273,0,16354,0,51319,0
62436,20156,38281,42625,12011,0,0
62438,31650,0,20750,42500,0,0
62439,31014,16815,28400,31080,43516,50000
62440,31667,6563,30529,29904,48293,52333
62441,32487,0,24337,34375,52054,40156
62442,32419,18068,29571,38750,0,40313
62443,30182,23333,28500,27344,0,0
62444,35341,0,32014,35341,41923,0
62445,30523,31339,29833,30266,31875,0
62446,32266,0,31136,46000,39375,0
62447,31500,16318,30992,26837,38438,78542
62448,33449,0,31538,33971,31844,53333
62449,32104,0,31381,31016,51250,0
62450,31799,31429,20750,32157,38608,48226
62451,25260,0,20938,30202,50000,45000
62452,30370,35833,0,22393,0,0
62454,35895,14554,26379,35485,51017,61146
62458,22464,27656,22344,20568,21500,71719
62459,31833,0,30208,32500,0,0
62460,25848,"25,000",18250,30375,0,0
62461,34875,50938,30125,30795,51705,57250
62462,40481,0,40875,23875,43636,76250
62463,35382,47813,33950,36500,36667,44500
62465,35300,0,29107,28929,50625,0
62466,26111,5972,26979,26290,33018,34773
62467,40904,0,37443,40233,44559,62216
62468,31131,25000,26469,33365,50125,44141
62469,39766,0,42411,0,72614,41250
62471,31545,18615,30727,31100,41250,66389
62473,24107,35096,16172,23438,26125,83398
62474,29132,30417,28317,29000,51429,0
62475,26389,0,37083,25278,0,0
62476,34375,26667,32218,37200,32250,0
62477,32750,0,22250,31382,36250,65833
62478,43971,0,20833,50268,76563,0
62479,31438,33333,29688,29853,33490,0
62480,26389,20625,28750,19063,0,0
62481,35500,26111,0,0,40972,0
62501,44167,36250,38784,38125,76689,73992
62510,34500,28839,31339,36597,46667,0
62512,35735,0,31042,35368,51875,0
62513,37011,30568,32188,36786,41250,51875
62514,27016,0,35469,0,0,0
62515,33424,0,27336,51094,43500,50536
62517,30000,0,25000,30000,61250,45625
62518,41484,0,41328,45357,31397,73672
62519,41141,0,0,0,0,0
62520,48785,0,35909,50331,49034,65972
62521,35284,16196,31584,32791,47197,60455
62522,31864,20536,25713,30302,45318,56875
62523,10823,0,"25,000",12036,0,0
62526,30462,16184,24623,30691,42708,63553
62530,49044,0,34167,58026,60284,52794
62531,38472,0,40305,32798,51806,45833
62532,37000,0,0,0,0,0
62533,31083,0,27240,24732,40750,0
62534,31611,0,18274,31780,46680,52344
62535,52500,0,40406,42813,70577,94028
62536,44730,0,40000,38125,72708,101354
62537,43750,0,48750,0,0,0
62538,22353,0,21375,25000,52083,23750
62539,36935,0,27386,43264,81875,53750
62540,31611,16422,29297,38977,41071,35556
62541,31875,0,0,30833,0,0
62543,31389,26250,18125,21750,34630,83750
62544,39103,37891,31797,35952,71000,48750
62545,35426,20357,37153,30833,0,39167
62546,36469,40417,31354,40000,51429,50375
62547,45700,41250,44821,46181,31731,48750
62548,42073,0,36852,38906,56250,65909
62549,46250,0,28606,32940,72188,62138
62550,41181,0,33125,38750,45595,57241
62551,36000,0,31932,34583,61042,40000
62553,35605,0,35647,0,35833,0
62554,36484,18750,0,39048,45089,66667
62555,42750,31250,47188,22917,50096,78750
62556,31389,0,58750,26750,36250,0
62557,30481,36083,30251,21803,41442,49583
62558,40074,7813,31440,40203,46875,66094
62560,29052,28333,27344,36250,49000,"25,000"
62561,41239,13750,27563,46259,71607,57321
62563,51966,43355,41429,41894,65365,69375
62565,31731,39545,26500,30433,46250,41941
62567,36875,0,27614,41771,49583,73750
62568,30327,26792,25395,34659,45568,52917
62570,24375,21806,20313,31563,38750,0
62571,31029,0,30406,27778,55521,0
62572,35667,40833,38333,33750,65648,0
62573,36676,0,24333,40272,38125,53523
62601,51250,0,30568,0,80250,0
62610,20625,36875,13214,25000,0,0
62611,31935,20313,29167,36667,35156,63750
62612,39450,36500,32121,44563,45625,49375
62613,43225,25625,30978,48375,64000,54250
62615,36723,21955,33526,41061,50436,0
62617,40658,22750,41875,35694,48958,0
62618,26883,23945,25433,25655,45219,36750
62621,35529,22083,31458,35417,48092,66875
62622,0,0,0,0,0,0
62624,31680,35625,30260,37917,0,0
62625,44884,0,43417,42634,78750,101538
62626,36112,0,31211,33699,41455,72917
62627,36739,16845,31458,45750,36875,171250
62628,35588,0,31136,41000,45750,44861
62629,47464,30938,32472,37531,52500,69375
62630,34250,0,38167,26648,52750,0
62631,39737,29375,37583,51964,0,0
62633,39141,21000,34500,40565,76250,0
62634,42069,0,36538,41806,48750,102656
62635,41094,21875,33750,37083,57500,48333
62638,31278,0,29792,30388,40625,42130
62639,26806,0,35625,26731,0,0
62640,38651,17386,33036,32321,66429,53750
62642,38333,35250,33582,42171,73750,47045
62643,31818,0,24821,27500,60568,58125
62644,25367,12375,25250,27453,29375,55000
62649,32708,19135,28750,42083,47500,0
62650,31501,20722,25236,27861,45263,57799
62655,23125,6000,20583,26000,26875,0
62656,32585,0,28125,31174,48250,54680
62661,40685,0,27083,47604,35750,111250
62663,26250,0,19375,25000,35000,0
62664,35323,15000,30272,40189,52750,52222
62665,28882,15938,26250,32102,34444,0
62666,30625,21458,25833,37321,0,91250
62667,24063,23750,0,21250,31250,52083
62668,30750,22143,29091,41161,30417,41705
62670,43622,0,40270,36144,57143,67083
62671,31429,26250,27273,40625,31094,74167
62672,19000,0,17679,24375,58750,0
62673,35848,26250,32000,36033,59500,0
62674,35345,21406,27500,38864,0,67941
62675,40325,33750,33567,36154,54211,50375
62677,35101,0,31875,32723,37016,59250
62681,36489,26458,35967,30957,44750,43208
62682,36250,"25,000",35893,32083,43750,52083
62684,57204,0,27786,40328,70789,74464
62685,36466,31458,28015,34875,61429,51797
62688,29429,21071,28864,30250,51875,31875
62689,37292,0,26750,39583,47222,0
62690,32708,20556,30135,30824,39545,61319
62691,32135,23750,30559,33500,46042,0
62692,34091,45833,29896,34444,54375,41838
62693,48138,0,35000,44125,45000,84934
62694,34771,7250,30625,36500,55500,45461
62695,30250,0,0,0,0,0
62701,29375,0,0,18688,38571,91875
62702,28657,13991,26353,30505,37754,52113
62703,27703,16009,22342,30318,41411,45518
62704,36292,17328,23283,30274,43693,57129
62707,41908,19167,31943,43449,51382,68313
62711,59921,0,36356,43529,63286,91065
62712,52419,18456,32477,45065,60806,66875
62801,28284,22532,25356,28333,32446,50299
62803,35096,0,27143,39750,40833,40625
62806,32618,0,31733,30099,41719,56500
62807,30000,14444,21641,36250,47500,123000
62808,31953,40750,26635,36058,0,56786
62809,37396,0,29688,37292,0,0
62810,31136,60750,25000,27308,69583,0
62811,23438,0,23750,24063,0,0
62812,30546,25227,24219,26907,43482,61413
62814,32618,27083,29500,33468,49750,41875
62815,33625,38816,11875,33516,130625,0
62816,30975,14583,28333,30368,81071,55500
62817,35321,0,0,47813,23672,0
62818,35521,25000,35625,40000,0,0
62819,33333,0,28250,35139,0,0
62820,32143,0,0,31667,0,0
62821,29169,15486,29316,27583,42275,43125
62822,30455,18295,30363,27500,39554,75417
62823,33810,41458,19700,36750,27292,56786
62824,32456,28571,34840,30230,41806,0
62825,23750,16250,19167,26250,52917,0
62827,30804,30125,21103,37750,48750,22083
62828,32480,0,26075,33750,50400,135481
62829,0,0,0,0,0,0
62830,39423,0,31184,41786,58750,88000
62831,30458,6250,0,32109,42083,0
62832,33815,0,29470,34297,47333,52083
62833,58144,0,60817,40250,58103,0
62835,36181,"250,000+",36964,30714,0,48500
62836,31898,0,26250,28750,46250,0
62837,35088,32308,30225,36368,40583,39271
62838,26906,"25,000",30417,20938,0,39688
62839,32186,18403,30402,35326,55776,42105
62841,34821,0,52000,34524,0,0
62842,30352,31250,36250,24643,40313,0
62843,34063,0,0,19886,0,0
62844,31803,0,35565,31375,32132,40625
62846,27656,20347,28750,30313,35625,61250
62848,31761,0,31736,29167,0,51875
62849,32258,20625,31635,31932,37500,55714
62850,31579,0,50216,35375,28571,0
62851,31964,0,52885,27955,43750,0
62852,35625,0,23750,41042,0,0
62853,31686,26354,34018,31364,30625,0
62854,30756,6250,29167,32125,37955,66250
62856,32250,0,38056,30156,0,0
62858,32701,20500,31643,34271,40682,32250
62859,31648,14605,26915,32456,30223,45987
62860,35833,0,27841,43664,48333,171250
62861,21250,0,0,0,0,0
62862,31875,0,31944,30500,101250,31875
62863,32494,15648,29531,30856,49063,46477
62864,30768,15000,22122,32168,39006,57596
62865,36111,20313,26518,37176,53500,48281
62867,23947,0,23092,40375,0,0
62868,35313,41250,35764,32500,44306,47750
62869,39783,0,31446,42500,38750,45500
62870,35600,36250,26354,36964,44688,84375
62871,37109,45000,35833,36111,65139,48750
62872,33690,0,33906,32727,46875,55833
62874,27750,0,26250,24688,40000,0
62875,35625,0,38207,31838,27273,88750
62876,40577,0,40909,27083,0,76250
62877,33125,30625,40179,30227,0,35000
62878,32143,0,32143,38359,0,0
62879,21250,0,29063,23750,0,0
62880,25978,0,26679,21688,0,0
62881,32294,19500,26836,32142,43800,51458
62882,27908,18750,24479,28041,45000,36667
62883,43894,0,31750,46250,50982,0
62884,30050,0,23500,31169,38971,51000
62885,38393,32841,26750,38167,85417,54861
62886,27059,22500,26771,25833,0,0
62887,41536,0,41019,34375,58418,0
62888,34176,0,32686,36719,60341,42000
62889,33542,0,30481,40729,39750,0
62890,31224,30179,24340,32308,38472,60000
62891,39375,10357,36042,42679,42083,0
62892,39205,25938,37500,29583,85781,0
62893,31208,24250,41771,27574,71429,50333
62894,35882,0,28333,39412,40000,32250
62895,35229,38625,36300,26389,49844,0
62896,30942,28750,30345,26940,44032,63529
62897,31833,0,21042,21875,78333,51750
62898,35400,0,31364,35200,41250,67083
62899,26495,26020,23942,22188,48636,0
62901,24518,17500,15533,23649,22447,40295
62902,29781,0,25682,29306,42988,21537
62903,36190,0,35132,28634,44271,56250
62905,26250,0,26250,0,62708,58750
62906,28953,27138,26129,24977,41844,47668
62907,37122,25694,33611,38750,55125,55781
62908,38563,0,38000,35250,53194,0
62910,24775,18090,25147,26111,35694,58958
62912,30313,0,35909,22500,31591,0
62914,20548,7299,22407,22344,0,0
62915,33750,0,34531,0,31786,0
62916,38024,40000,30598,46667,37500,0
62917,23566,14917,26146,25625,42566,0
62918,35980,13750,26788,29217,46389,63214
62919,27400,0,26042,26364,51250,0
62920,31129,18500,23843,29074,38750,58702
62921,34583,0,42857,35625,0,0
62922,35224,18750,40096,36875,25625,90417
62923,35278,15625,30417,27188,49583,0
62924,32813,26750,30714,30652,36250,41484
62926,35970,16875,28194,35319,42162,58000
62927,23750,0,24125,25000,0,0
62928,19167,0,18819,0,0,0
62930,32895,15852,27214,31724,35515,46523
62931,31563,0,33100,26829,0,0
62932,36836,27500,27014,43462,51250,0
62933,31797,9107,28000,30962,0,71031
62934,31905,19444,39659,31726,0,31250
62935,42283,17188,33542,50446,46354,0
62938,25583,23056,23008,31042,40536,0
62939,35048,"25,000",23667,30478,41435,67188
62940,30139,0,0,35417,0,0
62941,31611,0,0,29728,47813,0
62942,21818,18068,23056,26250,0,0
62943,0,0,0,32019,0,0
62946,28054,12933,25670,25758,42545,61250
62947,38636,0,39191,42250,0,0
62948,32215,19306,19873,34515,46910,46296
62949,23000,0,0,22917,35000,"25,000"
62950,23750,0,0,18661,0,0
62951,25484,35903,21179,30139,34183,49625
62952,33942,0,38047,31350,34271,61027
62953,18281,10893,0,20625,0,0
62954,45469,0,35556,78977,0,0
62956,25667,22250,33625,21458,41250,0
62957,23224,0,22250,25600,55781,78750
62958,32023,56250,24432,18750,37422,48194
62959,34098,19676,26242,32327,45347,51715
62960,34035,17237,28125,32400,40636,53103
62961,41500,0,0,50781,0,0
62962,0,0,0,0,0,0
62963,25000,16094,25500,30313,0,0
62964,26750,0,26000,21563,43875,60750
62965,0,0,0,0,0,0
62966,28930,20156,25254,26095,37500,53188
62967,27125,0,25781,35000,0,0
62969,21417,25500,16389,60972,0,0
62970,32171,19000,36591,27188,51250,0
62972,28500,0,18125,50556,0,0
62974,30000,20694,20208,41781,0,0
62975,12663,0,0,11293,0,0
62976,31563,0,0,29479,42188,0
62977,40250,0,27228,45417,50000,41250
62979,33676,0,36250,32039,31500,64886
62982,20950,0,19188,21250,76875,81136
62983,32241,0,31154,28182,51250,0
62984,27647,32031,22381,24432,55673,"250,000+"
62985,34750,11932,0,40694,0,0
62987,36250,21875,36397,36364,40114,44375
62988,24167,13846,18384,31906,0,48250
62990,22159,26250,21591,18750,0,0
62992,21303,8750,20493,21806,36125,0
62994,47750,0,0,42500,0,0
62995,26667,15938,20607,24594,41678,52759
62996,0,0,0,26250,0,0
62997,25000,39583,26250,22778,0,0
62998,45435,0,39427,0,0,0
62999,23821,20500,20625,33409,23571,0
63005,80070,0,30688,41269,80707,104946
63010,37663,25563,31431,37425,54864,57433
63011,52195,22609,28914,38835,56250,80577
63012,38243,20273,31275,41887,47888,65515
63013,31296,0,32500,23836,0,31438
63014,26181,35104,30441,20313,40724,0
63015,32083,42788,27232,34777,38482,0
63016,31887,23401,26546,34031,47321,41620
63017,60536,31667,37141,41209,56526,85313
63019,32212,35357,26350,37865,38365,0
63020,29342,11596,26227,31431,43621,55966
63021,50492,23462,30845,40011,57525,76542
63023,35444,26000,28877,40598,67778,57083
63025,48067,17963,27229,40931,58257,77317
63026,43587,22736,32727,36447,60848,71333
63028,35283,26548,26816,35153,46707,50112
